movieID^name^genre^rate
7064681^狼的孩子雨和雪 おおかみこどもの雨と雪^剧情,动画,奇幻,^8.6
1292223^七宗罪 Se7en^剧情,悬疑,惊悚,犯罪,^8.7
1291832^低俗小说 Pulp Fiction^剧情,犯罪,^8.7
1299398^大话西游之月光宝盒 西遊記第壹佰零壹回之月光寶盒^喜剧,动作,爱情,奇幻,冒险,古装,^8.9
1294639^勇敢的心 Braveheart^剧情,动作,传记,历史,战争,^8.8
1652587^阿凡达 Avatar^动作,科幻,奇幻,冒险,^8.6
1306029^美丽心灵 A Beautiful Mind^剧情,传记,^8.9
1291571^指环王1：魔戒再现 The Lord of the Rings: The Fellowship of the Ring^剧情,动作,奇幻,冒险,^8.9
1291572^指环王2：双塔奇兵 The Lord of the Rings: The Two Towers^剧情,动作,奇幻,冒险,^8.9
1292365^活着^剧情,家庭,^9.0
1298624^闻香识女人 Scent of a Woman^剧情,^8.9
1292208^上帝之城 Cidade de Deus^剧情,犯罪,^8.9
1292064^楚门的世界 The Truman Show^剧情,^9.0
2129039^飞屋环游记 Up^剧情,喜剧,动画,奇幻,冒险,^8.9
3742360^让子弹飞^剧情,喜剧,动作,西部,^8.7
1294408^音乐之声 The Sound of Music^剧情,爱情,歌舞,家庭,传记,^8.9
1849031^当幸福来敲门 The Pursuit of Happyness^剧情,家庭,传记,^8.9
1787291^被嫌弃的松子的一生 嫌われ松子の一生^剧情,歌舞,^8.9
1292215^天使爱美丽 Le fabuleux destin d'Amélie Poulain^喜剧,爱情,^8.7
1296909^虎口脱险 La grande vadrouille^喜剧,战争,^8.9
1292213^大话西游之大圣娶亲 西遊記大結局之仙履奇緣^喜剧,动作,爱情,奇幻,冒险,^9.1
1292722^泰坦尼克号 Titanic^剧情,爱情,灾难,^9.1
1291552^指环王3：王者无敌 The Lord of the Rings: The Return of the King^剧情,动作,奇幻,冒险,^9.1
1291858^鬼子来了^剧情,战争,^9.1
1293350^两杆大烟枪 Lock, Stock and Two Smoking Barrels^剧情,喜剧,犯罪,^9.0
3011091^忠犬八公的故事 Hachi: A Dog's Tale^剧情,^9.2
1291549^放牛班的春天 Les choristes^剧情,音乐,儿童,^9.2
1292001^海上钢琴师 La leggenda del pianista sull'oceano^剧情,音乐,^9.2
3793023^三傻大闹宝莱坞 3 Idiots^剧情,喜剧,爱情,歌舞,^9.1
2131459^机器人总动员 WALL·E^喜剧,爱情,科幻,动画,冒险,^9.3
1866473^蚁人 Ant-Man^动作,科幻,冒险,^7.6
25710912^港囧^喜剧,^5.8
26277313^西游记之大圣归来^喜剧,动作,动画,奇幻,^8.3
24847343^小时代4：灵魂尽头^喜剧,爱情,^4.7
25764369^美国恐怖故事：畸形秀 第四季 American Horror Story: Freak Show Season 4^剧情,悬疑,惊悚,^7.8
10833924^天台爱情^喜剧,动作,爱情,歌舞,^6.9
25717233^心花路放^喜剧,爱情,^7.0
25805741^后会无期^剧情,爱情,^7.2
25766529^走到尽头 끝까지 간다^动作,悬疑,惊悚,犯罪,^7.8
6880497^盗钥匙的方法 鍵泥棒のメソッド^剧情,喜剧,^8.4
21360417^恐怖直播 더 테러 라이브^剧情,悬疑,犯罪,^8.7
4304212^当爱来的时候 當愛來的時候^剧情,家庭,^7.4
6799191^搜索^剧情,悬疑,^7.3
24752302^山田君与7个魔女 山田くんと7人の魔女^剧情,喜剧,^7.5
1309101^查理和巧克力工厂 Charlie and the Chocolate Factory^喜剧,家庭,奇幻,冒险,^7.9
3160834^鸭子侦探 A Miss Mallard Mystery^动画,^8.9
2051402^比克曼科学世界 Beakman's World^剧情,纪录片,家庭,儿童,奇幻,^9.4
4807924^泰迪熊 Ted^喜剧,^7.0
1767042^潘神的迷宫 El laberinto del fauno^剧情,悬疑,战争,奇幻,^7.8
10537919^屌丝女士 第一季 Knallerfrauen Season 1^喜剧,^8.3
3737102^艋舺^剧情,^7.7
4739952^初恋这件小事 สิ่งเล็กเล็กที่เรียกว่า...รัก^喜剧,爱情,^8.3
3824672^听说 聽說^剧情,爱情,家庭,^8.1
4202302^借东西的小人阿莉埃蒂 借りぐらしのアリエッティ^动画,奇幻,冒险,^8.7
4059077^卢浮宫之旅 Une visite au Louvre^纪录片,历史,^8.4
3158990^海角七号 海角七號^剧情,喜剧,爱情,^7.6
1853160^狗咬狗^剧情,动作,惊悚,犯罪,^7.9
2149806^入殓师 おくりびと^剧情,^8.8
2124724^不能说的秘密 不能說的·秘密^剧情,爱情,音乐,奇幻,^7.5
26274172^量子力学揭密 The Secrets of Quantum Physics^纪录片,^8.8
2973079^霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies^动作,奇幻,冒险,^8.2
11502153^黑镜 第二季 Black Mirror Season 2^剧情,科幻,惊悚,^9.1
1929463^少年派的奇幻漂流 Life of Pi^剧情,奇幻,冒险,^9.0
1292052^肖申克的救赎 The Shawshank Redemption^剧情,犯罪,^9.6
1851857^蝙蝠侠：黑暗骑士 The Dark Knight^剧情,动作,科幻,惊悚,犯罪,^8.9
1309046^V字仇杀队 V for Vendetta^剧情,动作,科幻,惊悚,^8.8
1401118^黄金三镖客 Il buono, il brutto, il cattivo.^西部,冒险,^9.1
1292349^阿拉伯的劳伦斯 Lawrence of Arabia^剧情,传记,历史,战争,冒险,^8.6
1292328^东邪西毒 東邪西毒^剧情,动作,爱情,武侠,古装,^8.5
1291879^罗生门 羅生門^剧情,悬疑,犯罪,^8.7
1292288^公民凯恩 Citizen Kane^剧情,悬疑,^8.5
1299131^教父2 The Godfather: Part Ⅱ^剧情,犯罪,^9.1
1291841^教父 The Godfather^剧情,犯罪,^9.2
1292347^黑客帝国动画版 The Animatrix^剧情,动作,科幻,动画,^8.7
1291843^黑客帝国 The Matrix^动作,科幻,^8.7
1302467^黑客帝国3：矩阵革命 The Matrix Revolutions^动作,科幻,^8.4
1304141^黑客帝国2：重装上阵 The Matrix Reloaded^动作,科幻,^8.3
25662329^疯狂动物城 Zootopia^喜剧,动作,动画,冒险,^9.3
25845910^小门神^喜剧,动画,奇幻,^6.9
26320029^万万没想到^喜剧,奇幻,冒险,古装,^5.6
25809384^极盗者 Point Break^动作,犯罪,运动,^6.8
25864085^火星救援 The Martian^剧情,科幻,冒险,^8.4
25772639^小飞侠：幻梦启航 Pan^奇幻,冒险,^6.2
24745449^布莱切利四人组 第二季 The Bletchley Circle Season 2^剧情,惊悚,犯罪,^8.4
11620863^布莱切利四人组 第一季 The Bletchley Circle Season 1^犯罪,^8.4
10727641^碟中谍5：神秘国度 Mission: Impossible - Rogue Nation^动作,惊悚,冒险,^7.7
