name^movieID^count^mean
0.5毫米 0.5ミリ^21767183^7^4.571428571428571
007之择日而亡 Die Another Day^1303773^10^3.7
007之明日帝国 Tomorrow Never Dies^1299247^15^3.8
007之金手指 Goldfinger^1293828^6^3.5
007之黄金眼 GoldenEye^1292677^22^4.181818181818182
007之黑日危机 The World Is Not Enough^1293174^5^3.8
007：大战皇家赌场 Casino Royale^1418190^65^3.8923076923076922
007：大破天幕杀机 Skyfall^2363876^166^3.5120481927710845
007：大破量子危机 Quantum of Solace^1946882^69^3.449275362318841
007：幽灵党 Spectre^11620560^60^2.9166666666666665
1000种死法 第一季 1000 Ways To Die Season 1^3091888^5^4.2
101斑点狗 One Hundred and One Dalmatians^1298204^9^3.6666666666666665
101次求婚^5319835^80^2.9625
101次求婚 101回目のプロポーズ^1465300^6^4.166666666666667
101真狗 101 Dalmatians^1293135^56^3.8214285714285716
102真狗 102 Dalmatians^1301167^6^3.6666666666666665
11:14^1394825^10^4.0
11度青春之《L.I》^5323366^7^3.2857142857142856
11度青春之《哎》^5265166^13^3.923076923076923
11度青春之《李雷和韩梅梅》^5336877^11^2.909090909090909
11度青春之《江湖再见》^5289960^10^4.0
11度青春之《泡芙小姐的金鱼缸》^5284554^13^3.076923076923077
11度青春之《老男孩》^5344178^364^4.324175824175824
127小时 127 Hours^4164444^73^4.054794520547945
12怒汉：大审判 12^2027899^16^4.3125
12金鸭 12金鴨^26271893^10^2.6
13骇人游戏 13 เกมส์สยอง^2042617^10^3.7
14岁的母亲 14才の母 愛するために 生まれてきた^2017805^14^4.142857142857143
15名动画人 アニ＊クリ15^3240828^25^4.52
16天^1850465^7^4.857142857142857
180°以南 180° South^4783582^5^4.6
18禁不禁^2153569^5^3.8
1942^6889400^6^2.3333333333333335
1944^26356488^5^4.0
1公升的泪 1リットルの涙^1436900^98^4.561224489795919
1磅的福音 1ポンドの福音^2330828^12^3.75
20 30 40^1310174^67^3.8059701492537314
2001太空漫游 2001: A Space Odyssey^1292226^92^4.576086956521739
2008年第29届北京奥运会开幕式 Beijing 2008 Olympics Games Opening Ceremony^3173528^19^4.526315789473684
2010^1293572^6^4.0
2012^3005875^419^3.9021479713603817
2012世界末日 2012 Doomsday^2979528^14^2.4285714285714284
2012喜上加喜 2012我愛HK 喜上加囍^7161707^8^3.25
2012年第30届伦敦奥运会开幕式：奇幻岛屿 London 2012 Olympic Opening Ceremony: Isles of Wonder^11533321^8^4.375
201413^25727236^27^4.0
2015年中央电视台春节联欢晚会^26323782^7^1.7142857142857142
2016年中央电视台春节联欢晚会^26613473^21^1.0476190476190477
2046^1291555^130^3.7
2077日本锁国 ベクシル 2077日本鎖国^2035642^11^3.6363636363636362
20世纪少年 20世紀少年 第1章 終わりの始まり^2359497^17^3.588235294117647
20世纪少年：第二部 最后的希望 20世紀少年 第2章 最後の希望^2980436^7^4.142857142857143
20岁的差距 20 ans d'écart^19969446^7^3.857142857142857
21世纪性爱指南 A Girl's Guide to 21st Century Sex^3149755^16^4.4375
21克 21 Grams^1308599^38^3.9473684210526314
21岁派对 21 and Over^6873085^5^3.2
24小时  第一季 24 Season 1^1298854^29^4.655172413793103
24小时  第二季 24 Season 2^2301387^5^4.2
24小时 第三季 24 Season 3^2376728^6^4.333333333333333
24小时：再活一天 24: Live Another Day^4300697^5^4.4
26种死法 The ABCs of Death^6394339^5^4.0
27个遗失的吻 27 Missing Kisses^1306588^7^4.428571428571429
27套礼服 27 Dresses^2132120^74^3.472972972972973
2:37^1859053^5^3.6
300勇士：帝国崛起 300: Rise of an Empire^3148089^6^3.0
33分钟侦探 33分探偵^3196667^12^4.0
3D肉蒲团之极乐宝鉴 3D肉蒲團之極樂寶鑑^6114876^36^2.361111111111111
3D豪情^24858573^7^2.142857142857143
3分钟先生 3分鐘先生^1922634^5^3.2
42号传奇 42^2133379^6^4.166666666666667
4400 第一季 The 4400 Season 1^1417576^7^4.285714285714286
45周年 45 Years^25839662^8^4.375
46亿年之恋 46億年の恋^1762834^9^3.5555555555555554
49日 49일^5908482^18^4.333333333333333
4大血型女结婚秘诀 血液型別オンナが結婚する方法^3564159^9^3.6666666666666665
500年后 THX 1138^1299209^6^4.333333333333333
51号星球 Planet 51^2042279^7^3.4285714285714284
5月天诺亚方舟^24891524^24^3.875
72家租客^4062922^81^3.382716049382716
7号房的礼物 7번방의 선물^10777687^81^4.345679012345679
80'后^4036000^78^3.4358974358974357
88分钟 88 Minutes^1754927^9^3.3333333333333335
8英里 8 Mile^1307853^44^4.159090909090909
92黑玫瑰对黑玫瑰 92黑玫瑰對黑玫瑰^1299135^8^4.25
93航班 United 93^1588945^15^4.266666666666667
9413^1295633^5^4.2
97古惑仔战无不胜 97古惑仔戰無不勝^1293265^12^4.25
97家有喜事 97家有囍事^1305197^21^3.8095238095238093
98古惑仔之龙争虎斗 98古惑仔之龍爭虎鬥^1308290^12^4.333333333333333
9号秘事 第一季 Inside No.9 Season 1^20452350^8^4.25
AKB48：一毫米外的未来 DOCUMENTARY of AKB48 1ミリ先の未来^5948690^5^4.4
ASIENCE ～头发是女人的生命 ASIENCE～髪は女の命^3202170^16^4.1875
Around 30 无修正 アラサーちゃん 無修正^25885376^6^3.6666666666666665
A计划 A計劃^1297909^21^4.190476190476191
A计划续集 A計劃續集^1299120^14^3.9285714285714284
A面B面^3426848^12^3.25
B+侦探 B+偵探^4118060^27^3.0
BBC：非洲 BBC: Africa^20488575^30^4.1
BJ单身日记 Bridget Jones's Diary^1304585^112^3.875
BJ单身日记2：理性边缘 Bridget Jones: The Edge of Reason^1308819^43^3.7209302325581395
B型男友 B형 남자친구^1394520^10^3.1
C+侦探 C+偵探^2263112^20^3.65
Dr.伦太郎 Dr.倫太郎^26314383^8^4.125
E.T. 外星人 E.T.: The Extra-Terrestrial^1294638^131^4.312977099236641
First Class 2 ファースト・クラス 2^25958426^6^2.8333333333333335
First Class ファースト・クラス^25842009^8^3.125
Free!^24381366^6^4.0
GO!大暴走 Go^1307176^18^4.0
HOLD住爱^10539139^10^1.7
Hello！树先生^4135710^51^3.6862745098039214
I'm Home アイムホーム^26309938^5^4.0
IRIS 아이리스^3619100^22^3.8181818181818183
IS~性别不明 IS～男でも女でもない性^6436760^6^3.8333333333333335
IT狂人  第三季 The IT Crowd Season 3^3345619^13^4.846153846153846
IT狂人 第一季 The IT Crowd Season 1^1758810^40^4.675
IT狂人 第二季 The IT Crowd Season 2^3570688^16^4.875
IT狂人 第四季 The IT Crowd Season 4^4850563^15^4.8
IT狂人特别篇 The IT Crowd: The Internet Is Coming^20453087^9^4.888888888888889
I型起源 I Origins^24696982^7^4.142857142857143
Jose与虎与鱼们 ジョゼと虎と鱼たち^1428291^12^4.5
K^10545923^10^3.5
K-19：寡妇制造者 K-19: The Widowmaker^1298245^5^4.2
